topology,strategy,fraction,trial,n,beta,gamma,t10,t50,peak_infected,auc,final_size,duration
ER,random,0.1,34,1000,0.15,0.05,5,11.0,619,16822.5,0.889,152
ER,random,0.1,35,1000,0.15,0.05,7,12.0,639,17334.5,0.888,151
ER,random,0.1,36,1000,0.15,0.05,7,12.0,634,17437.5,0.89,151
ER,random,0.1,37,1000,0.15,0.05,8,13.0,638,17521.5,0.881,188
ER,random,0.1,38,1000,0.15,0.05,6,11.0,627,16994.5,0.88,151
ER,random,0.1,39,1000,0.15,0.05,7,12.0,634,17423.5,0.88,172
ER,random,0.1,40,1000,0.15,0.05,7,13.0,605,16508.5,0.886,139
ER,random,0.1,41,1000,0.15,0.05,6,12.0,630,17178.5,0.887,133
ER,random,0.1,42,1000,0.15,0.05,6,11.0,618,17775.5,0.881,168
ER,random,0.1,43,1000,0.15,0.05,7,12.0,652,18554.5,0.888,127
ER,random,0.1,44,1000,0.15,0.05,9,14.0,622,17722.5,0.886,172
ER,random,0.1,45,1000,0.15,0.05,6,11.0,640,17731.5,0.887,159
ER,random,0.1,46,1000,0.15,0.05,10,15.0,613,17709.5,0.884,204
ER,random,0.1,47,1000,0.15,0.05,6,11.0,623,18580.5,0.886,159
ER,random,0.1,48,1000,0.15,0.05,6,11.0,645,17525.5,0.887,149
ER,random,0.1,49,1000,0.15,0.05,7,12.0,622,17216.5,0.884,169
ER,random,0.1,50,1000,0.15,0.05,7,13.0,631,17657.5,0.888,147
ER,random,0.1,51,1000,0.15,0.05,7,12.0,612,17415.5,0.881,185
ER,random,0.1,52,1000,0.15,0.05,6,11.0,646,17337.5,0.887,131
ER,random,0.1,53,1000,0.15,0.05,7,12.0,634,18214.5,0.888,161
ER,random,0.1,54,1000,0.15,0.05,6,12.0,619,17606.5,0.888,139
ER,random,0.1,55,1000,0.15,0.05,6,11.0,624,17896.5,0.882,146
ER,random,0.1,56,1000,0.15,0.05,7,12.0,632,18156.5,0.886,181
ER,random,0.1,57,1000,0.15,0.05,6,12.0,614,17770.5,0.892,191
ER,random,0.1,58,1000,0.15,0.05,5,10.0,636,18753.5,0.89,134
ER,random,0.1,59,1000,0.15,0.05,6,11.0,642,18714.5,0.886,161
ER,random,0.1,60,1000,0.15,0.05,8,13.0,664,17976.5,0.883,136
ER,random,0.1,61,1000,0.15,0.05,8,13.0,606,17740.5,0.88,148
ER,random,0.1,62,1000,0.15,0.05,6,11.0,630,18127.5,0.889,151
ER,random,0.1,63,1000,0.15,0.05,6,11.0,627,17724.5,0.887,124
ER,random,0.1,64,1000,0.15,0.05,7,13.0,648,17946.5,0.889,162
ER,random,0.1,65,1000,0.15,0.05,6,11.0,649,17954.5,0.886,135
ER,random,0.1,66,1000,0.15,0.05,7,12.0,635,17761.5,0.888,131
ER,random,0.1,67,1000,0.15,0.05,6,11.0,625,17478.5,0.878,158
ER,random,0.1,68,1000,0.15,0.05,6,11.0,624,17434.5,0.885,167
ER,random,0.1,69,1000,0.15,0.05,7,12.0,634,17469.5,0.884,135
ER,random,0.1,70,1000,0.15,0.05,6,12.0,629,17628.5,0.884,146
ER,random,0.1,71,1000,0.15,0.05,7,12.0,645,17766.5,0.885,154
ER,random,0.1,72,1000,0.15,0.05,6,11.0,629,17484.5,0.88,161
ER,random,0.1,73,1000,0.15,0.05,5,10.0,642,17501.5,0.886,153
ER,random,0.1,74,1000,0.15,0.05,7,11.0,617,18002.5,0.885,132
ER,random,0.1,75,1000,0.15,0.05,6,12.0,617,17509.5,0.883,127
ER,random,0.1,76,1000,0.15,0.05,8,13.0,648,18334.5,0.884,124
ER,random,0.1,77,1000,0.15,0.05,7,12.0,636,19324.5,0.887,199
ER,random,0.1,78,1000,0.15,0.05,7,13.0,617,16577.5,0.879,136
ER,random,0.1,79,1000,0.15,0.05,6,11.0,640,17925.5,0.89,146
ER,random,0.1,80,1000,0.15,0.05,7,11.0,659,18133.5,0.888,154
ER,random,0.1,81,1000,0.15,0.05,8,13.0,596,17984.5,0.882,145
ER,random,0.1,82,1000,0.15,0.05,8,13.0,624,18146.5,0.892,158
ER,random,0.1,83,1000,0.15,0.05,8,13.0,629,17897.5,0.884,167
ER,random,0.1,84,1000,0.15,0.05,8,13.0,635,17023.5,0.886,129
ER,random,0.1,85,1000,0.15,0.05,7,12.0,616,17319.5,0.886,134
ER,random,0.1,86,1000,0.15,0.05,8,14.0,605,17166.5,0.888,141
ER,random,0.1,87,1000,0.15,0.05,7,12.0,626,18836.5,0.887,146
ER,random,0.1,88,1000,0.15,0.05,7,13.0,636,18253.5,0.895,134
ER,random,0.1,89,1000,0.15,0.05,6,11.0,638,18069.5,0.891,216
ER,random,0.1,90,1000,0.15,0.05,7,13.0,615,16686.5,0.88,123
ER,random,0.1,91,1000,0.15,0.05,7,12.0,635,17384.5,0.888,168
ER,random,0.1,92,1000,0.15,0.05,8,12.0,635,17032.5,0.89,140
ER,random,0.1,93,1000,0.15,0.05,6,11.0,602,18113.5,0.887,150
ER,random,0.1,94,1000,0.15,0.05,6,10.0,613,17196.5,0.887,121
ER,random,0.1,95,1000,0.15,0.05,7,13.0,650,18058.5,0.887,155
ER,random,0.1,96,1000,0.15,0.05,8,13.0,604,17623.5,0.889,132
ER,random,0.1,97,1000,0.15,0.05,8,13.0,633,17735.5,0.884,136
ER,random,0.1,98,1000,0.15,0.05,6,11.0,604,18172.5,0.882,159
ER,random,0.1,99,1000,0.15,0.05,6,11.0,625,17593.5,0.893,154
ER,degree,0.01,0,1000,0.15,0.05,5,10.0,704,18990.5,0.975,144
ER,degree,0.01,1,1000,0.15,0.05,7,12.0,706,20137.5,0.979,155
ER,degree,0.01,2,1000,0.15,0.05,6,10.0,720,20228.5,0.98,126
ER,degree,0.01,3,1000,0.15,0.05,7,11.0,700,19062.5,0.978,171
ER,degree,0.01,4,1000,0.15,0.05,6,10.0,704,18831.5,0.98,148
ER,degree,0.01,5,1000,0.15,0.05,6,10.0,768,20356.5,0.981,165
ER,degree,0.01,6,1000,0.15,0.05,8,13.0,691,20065.5,0.979,172
ER,degree,0.01,7,1000,0.15,0.05,6,10.0,710,19078.5,0.984,158
ER,degree,0.01,8,1000,0.15,0.05,7,12.0,672,19354.5,0.976,155
ER,degree,0.01,9,1000,0.15,0.05,7,12.0,742,19989.5,0.983,127
ER,degree,0.01,10,1000,0.15,0.05,7,12.0,740,19110.5,0.982,158
ER,degree,0.01,11,1000,0.15,0.05,7,12.0,691,19329.5,0.978,171
ER,degree,0.01,12,1000,0.15,0.05,5,10.0,742,21044.5,0.983,191
ER,degree,0.01,13,1000,0.15,0.05,6,11.0,697,19698.5,0.984,178
ER,degree,0.01,14,1000,0.15,0.05,7,12.0,739,20000.5,0.985,147
ER,degree,0.01,15,1000,0.15,0.05,6,10.0,708,20293.5,0.977,150
ER,degree,0.01,16,1000,0.15,0.05,6,11.0,741,19693.5,0.976,162
ER,degree,0.01,17,1000,0.15,0.05,6,10.0,697,18654.5,0.978,125
ER,degree,0.01,18,1000,0.15,0.05,6,11.0,702,19250.5,0.978,126
ER,degree,0.01,19,1000,0.15,0.05,5,9.0,745,20069.5,0.976,132
ER,degree,0.01,20,1000,0.15,0.05,8,12.0,719,18764.5,0.98,145
ER,degree,0.01,21,1000,0.15,0.05,7,12.0,716,19850.5,0.969,148
ER,degree,0.01,22,1000,0.15,0.05,7,11.0,732,20189.5,0.984,180
ER,degree,0.01,23,1000,0.15,0.05,6,10.0,743,18826.5,0.985,134
ER,degree,0.01,24,1000,0.15,0.05,5,10.0,699,19920.5,0.98,141
ER,degree,0.01,25,1000,0.15,0.05,6,11.0,715,19881.5,0.981,139
ER,degree,0.01,26,1000,0.15,0.05,7,11.0,698,18754.5,0.977,140
ER,degree,0.01,27,1000,0.15,0.05,6,10.0,709,19847.5,0.984,149
ER,degree,0.01,28,1000,0.15,0.05,6,10.0,704,20852.5,0.979,148
ER,degree,0.01,29,1000,0.15,0.05,5,10.0,701,19455.5,0.974,128
ER,degree,0.01,30,1000,0.15,0.05,7,12.0,720,19585.5,0.98,200
ER,degree,0.01,31,1000,0.15,0.05,5,9.0,683,18717.5,0.976,126
ER,degree,0.01,32,1000,0.15,0.05,6,11.0,713,19265.5,0.978,192
ER,degree,0.01,33,1000,0.15,0.05,6,10.0,707,19351.5,0.979,138
ER,degree,0.01,34,1000,0.15,0.05,6,11.0,725,19807.5,0.979,132
ER,degree,0.01,35,1000,0.15,0.05,5,10.0,719,19982.5,0.98,165
ER,degree,0.01,36,1000,0.15,0.05,5,9.0,735,19401.5,0.978,138
ER,degree,0.01,37,1000,0.15,0.05,5,10.0,713,19027.5,0.98,152
ER,degree,0.01,38,1000,0.15,0.05,6,11.0,713,19504.5,0.98,126
ER,degree,0.01,39,1000,0.15,0.05,6,10.0,724,19979.5,0.973,141
ER,degree,0.01,40,1000,0.15,0.05,6,10.0,768,20034.5,0.982,169
ER,degree,0.01,41,1000,0.15,0.05,5,10.0,722,18976.5,0.976,192
ER,degree,0.01,42,1000,0.15,0.05,7,11.0,732,18853.5,0.976,204
ER,degree,0.01,43,1000,0.15,0.05,9,13.0,716,20017.5,0.977,160
ER,degree,0.01,44,1000,0.15,0.05,6,11.0,698,19422.5,0.985,132
ER,degree,0.01,45,1000,0.15,0.05,6,11.0,735,20242.5,0.982,195
ER,degree,0.01,46,1000,0.15,0.05,8,13.0,700,19568.5,0.979,148
ER,degree,0.01,47,1000,0.15,0.05,5,10.0,725,21053.5,0.978,181
ER,degree,0.01,48,1000,0.15,0.05,7,11.0,701,19166.5,0.977,132
ER,degree,0.01,49,1000,0.15,0.05,5,10.0,716,19635.5,0.981,162
ER,degree,0.01,50,1000,0.15,0.05,6,11.0,699,19475.5,0.985,129
ER,degree,0.01,51,1000,0.15,0.05,6,11.0,694,19563.5,0.98,173
ER,degree,0.01,52,1000,0.15,0.05,6,11.0,695,18689.5,0.979,153
ER,degree,0.01,53,1000,0.15,0.05,7,12.0,701,18629.5,0.975,151
ER,degree,0.01,54,1000,0.15,0.05,6,10.0,691,19419.5,0.976,163
ER,degree,0.01,55,1000,0.15,0.05,7,12.0,702,19110.5,0.982,134
ER,degree,0.01,56,1000,0.15,0.05,6,10.0,732,20684.5,0.98,178
ER,degree,0.01,57,1000,0.15,0.05,5,9.0,715,19628.5,0.983,164
ER,degree,0.01,58,1000,0.15,0.05,6,11.0,724,19974.5,0.981,134
ER,degree,0.01,59,1000,0.15,0.05,6,11.0,688,19365.5,0.974,161
ER,degree,0.01,60,1000,0.15,0.05,7,11.0,716,19532.5,0.981,160
ER,degree,0.01,61,1000,0.15,0.05,6,11.0,707,19434.5,0.975,146
ER,degree,0.01,62,1000,0.15,0.05,6,10.0,720,19661.5,0.973,132
ER,degree,0.01,63,1000,0.15,0.05,6,10.0,696,19438.5,0.981,164
ER,degree,0.01,64,1000,0.15,0.05,7,11.0,722,19388.5,0.982,158
ER,degree,0.01,65,1000,0.15,0.05,7,11.0,748,20052.5,0.982,159
ER,degree,0.01,66,1000,0.15,0.05,10,14.0,704,18563.5,0.975,152
ER,degree,0.01,67,1000,0.15,0.05,6,10.0,697,19824.5,0.974,167
ER,degree,0.01,68,1000,0.15,0.05,6,11.0,714,19184.5,0.978,156
ER,degree,0.01,69,1000,0.15,0.05,6,11.0,683,19361.5,0.982,174
ER,degree,0.01,70,1000,0.15,0.05,7,11.0,698,20075.5,0.975,180
ER,degree,0.01,71,1000,0.15,0.05,6,10.0,686,18997.5,0.98,181
ER,degree,0.01,72,1000,0.15,0.05,6,10.0,728,19348.5,0.983,125
ER,degree,0.01,73,1000,0.15,0.05,6,11.0,722,19562.5,0.981,167
ER,degree,0.01,74,1000,0.15,0.05,6,11.0,713,19702.5,0.979,148
ER,degree,0.01,75,1000,0.15,0.05,6,10.0,724,19575.5,0.976,171
ER,degree,0.01,76,1000,0.15,0.05,6,10.0,713,19186.5,0.976,129
ER,degree,0.01,77,1000,0.15,0.05,6,10.0,715,19123.5,0.984,153
ER,degree,0.01,78,1000,0.15,0.05,7,12.0,726,20302.5,0.977,172
ER,degree,0.01,79,1000,0.15,0.05,6,11.0,709,19600.5,0.978,200
ER,degree,0.01,80,1000,0.15,0.05,8,12.0,723,19889.5,0.988,169
ER,degree,0.01,81,1000,0.15,0.05,6,11.0,704,19903.5,0.974,134
ER,degree,0.01,82,1000,0.15,0.05,8,12.0,686,19222.5,0.977,135
ER,degree,0.01,83,1000,0.15,0.05,7,11.0,712,18924.5,0.981,155
ER,degree,0.01,84,1000,0.15,0.05,6,10.0,703,18115.5,0.975,133
ER,degree,0.01,85,1000,0.15,0.05,7,12.0,722,19878.5,0.978,175
ER,degree,0.01,86,1000,0.15,0.05,7,11.0,701,20251.5,0.982,153
ER,degree,0.01,87,1000,0.15,0.05,7,11.0,728,21073.5,0.975,190
ER,degree,0.01,88,1000,0.15,0.05,6,11.0,725,19853.5,0.986,125
ER,degree,0.01,89,1000,0.15,0.05,7,11.0,703,20026.5,0.98,187
ER,degree,0.01,90,1000,0.15,0.05,6,11.0,710,19932.5,0.978,140
ER,degree,0.01,91,1000,0.15,0.05,7,12.0,696,19147.5,0.975,155
ER,degree,0.01,92,1000,0.15,0.05,8,12.0,708,18567.5,0.981,126
ER,degree,0.01,93,1000,0.15,0.05,7,11.0,706,20023.5,0.983,164
ER,degree,0.01,94,1000,0.15,0.05,6,10.0,723,20208.5,0.978,186
ER,degree,0.01,95,1000,0.15,0.05,6,11.0,699,18962.5,0.978,142
ER,degree,0.01,96,1000,0.15,0.05,7,11.0,728,20362.5,0.982,156
ER,degree,0.01,97,1000,0.15,0.05,6,10.0,713,19720.5,0.984,183
ER,degree,0.01,98,1000,0.15,0.05,6,11.0,707,19764.5,0.979,137
ER,degree,0.01,99,1000,0.15,0.05,6,10.0,724,19838.5,0.98,189
ER,degree,0.05,0,1000,0.15,0.05,8,14.0,654,18305.5,0.935,208
ER,degree,0.05,1,1000,0.15,0.05,7,13.0,672,18900.5,0.932,150
ER,degree,0.05,2,1000,0.15,0.05,6,12.0,641,19239.5,0.932,149
ER,degree,0.05,3,1000,0.15,0.05,9,15.0,636,17907.5,0.928,163
ER,degree,0.05,4,1000,0.15,0.05,6,12.0,611,17702.5,0.93,167
ER,degree,0.05,5,1000,0.15,0.05,7,12.0,691,19536.5,0.938,158
ER,degree,0.05,6,1000,0.15,0.05,7,13.0,643,19157.5,0.935,166
ER,degree,0.05,7,1000,0.15,0.05,8,13.0,661,18329.5,0.935,182
ER,degree,0.05,8,1000,0.15,0.05,9,15.0,629,18270.5,0.928,225
ER,degree,0.05,9,1000,0.15,0.05,7,12.0,675,18563.5,0.937,138
ER,degree,0.05,10,1000,0.15,0.05,7,12.0,676,17983.5,0.94,122
ER,degree,0.05,11,1000,0.15,0.05,7,13.0,658,18708.5,0.925,148
ER,degree,0.05,12,1000,0.15,0.05,8,14.0,663,19753.5,0.936,199
ER,degree,0.05,13,1000,0.15,0.05,7,13.0,623,18416.5,0.94,132
ER,degree,0.05,14,1000,0.15,0.05,6,12.0,654,19408.5,0.938,195
ER,degree,0.05,15,1000,0.15,0.05,6,11.0,645,18666.5,0.933,122
ER,degree,0.05,16,1000,0.15,0.05,7,13.0,672,18446.5,0.937,139
ER,degree,0.05,17,1000,0.15,0.05,7,12.0,657,18438.5,0.931,135
ER,degree,0.05,18,1000,0.15,0.05,7,13.0,654,18408.5,0.937,155
ER,degree,0.05,19,1000,0.15,0.05,7,11.0,668,18708.5,0.925,145
ER,degree,0.05,20,1000,0.15,0.05,8,13.0,650,17962.5,0.935,174
ER,degree,0.05,21,1000,0.15,0.05,8,14.0,653,18731.5,0.93,127
ER,degree,0.05,22,1000,0.15,0.05,8,13.0,677,19150.5,0.937,162
ER,degree,0.05,23,1000,0.15,0.05,7,12.0,679,17746.5,0.937,158
ER,degree,0.05,24,1000,0.15,0.05,8,13.0,621,18915.5,0.938,170
ER,degree,0.05,25,1000,0.15,0.05,6,11.0,679,19626.5,0.932,172
ER,degree,0.05,26,1000,0.15,0.05,6,11.0,663,18026.5,0.934,130
ER,degree,0.05,27,1000,0.15,0.05,7,12.0,653,18891.5,0.932,152
ER,degree,0.05,28,1000,0.15,0.05,7,13.0,656,19018.5,0.937,142
ER,degree,0.05,29,1000,0.15,0.05,8,14.0,649,19026.5,0.939,145
ER,degree,0.05,30,1000,0.15,0.05,7,13.0,666,19091.5,0.944,234
ER,degree,0.05,31,1000,0.15,0.05,6,11.0,677,18411.5,0.938,134
ER,degree,0.05,32,1000,0.15,0.05,7,11.0,664,18126.5,0.932,215
ER,degree,0.05,33,1000,0.15,0.05,7,13.0,644,18737.5,0.935,149
ER,degree,0.05,34,1000,0.15,0.05,6,12.0,642,18484.5,0.936,138
ER,degree,0.05,35,1000,0.15,0.05,7,13.0,656,19257.5,0.941,131
ER,degree,0.05,36,1000,0.15,0.05,7,13.0,650,18341.5,0.934,169
ER,degree,0.05,37,1000,0.15,0.05,6,11.0,664,18396.5,0.937,126
ER,degree,0.05,38,1000,0.15,0.05,7,12.0,656,18718.5,0.934,128
ER,degree,0.05,39,1000,0.15,0.05,7,12.0,670,19726.5,0.937,151
ER,degree,0.05,40,1000,0.15,0.05,7,13.0,647,17839.5,0.934,127
ER,degree,0.05,41,1000,0.15,0.05,7,12.0,661,18125.5,0.938,147
ER,degree,0.05,42,1000,0.15,0.05,9,13.0,674,17770.5,0.929,132
ER,degree,0.05,43,1000,0.15,0.05,7,13.0,653,19487.5,0.934,133
ER,degree,0.05,44,1000,0.15,0.05,8,13.0,658,18815.5,0.936,185
ER,degree,0.05,45,1000,0.15,0.05,7,12.0,669,19286.5,0.936,165
ER,degree,0.05,46,1000,0.15,0.05,11,17.0,629,18609.5,0.934,155
ER,degree,0.05,47,1000,0.15,0.05,6,12.0,644,18294.5,0.937,156
ER,degree,0.05,48,1000,0.15,0.05,8,14.0,662,18613.5,0.932,154
ER,degree,0.05,49,1000,0.15,0.05,7,11.0,675,18398.5,0.936,124
ER,degree,0.05,50,1000,0.15,0.05,8,13.0,649,18619.5,0.935,150
ER,degree,0.05,51,1000,0.15,0.05,6,12.0,643,18759.5,0.937,136
ER,degree,0.05,52,1000,0.15,0.05,9,13.0,651,17965.5,0.937,141
ER,degree,0.05,53,1000,0.15,0.05,8,13.0,682,19185.5,0.94,167
ER,degree,0.05,54,1000,0.15,0.05,7,12.0,640,18823.5,0.939,167
ER,degree,0.05,55,1000,0.15,0.05,5,10.0,672,19016.5,0.933,156
ER,degree,0.05,56,1000,0.15,0.05,7,12.0,644,19363.5,0.945,146
ER,degree,0.05,57,1000,0.15,0.05,6,12.0,633,18600.5,0.937,143
ER,degree,0.05,58,1000,0.15,0.05,7,12.0,657,18738.5,0.936,130
ER,degree,0.05,59,1000,0.15,0.05,7,12.0,660,18822.5,0.929,176
ER,degree,0.05,60,1000,0.15,0.05,10,16.0,660,18700.5,0.941,150
ER,degree,0.05,61,1000,0.15,0.05,6,12.0,656,18792.5,0.94,129
ER,degree,0.05,62,1000,0.15,0.05,7,12.0,652,18844.5,0.936,164
ER,degree,0.05,63,1000,0.15,0.05,7,13.0,618,18142.5,0.931,171
ER,degree,0.05,64,1000,0.15,0.05,8,14.0,661,18347.5,0.933,142
ER,degree,0.05,65,1000,0.15,0.05,6,12.0,662,18953.5,0.931,200
ER,degree,0.05,66,1000,0.15,0.05,6,12.0,637,18632.5,0.935,163
ER,degree,0.05,67,1000,0.15,0.05,7,12.0,641,18710.5,0.929,123
ER,degree,0.05,68,1000,0.15,0.05,7,12.0,629,17916.5,0.935,174
ER,degree,0.05,69,1000,0.15,0.05,8,13.0,658,18713.5,0.935,192
ER,degree,0.05,70,1000,0.15,0.05,7,12.0,668,19047.5,0.933,167
ER,degree,0.05,71,1000,0.15,0.05,6,12.0,631,18370.5,0.941,138
ER,degree,0.05,72,1000,0.15,0.05,6,12.0,656,18576.5,0.937,132
ER,degree,0.05,73,1000,0.15,0.05,9,14.0,682,19101.5,0.931,180
ER,degree,0.05,74,1000,0.15,0.05,7,13.0,647,18816.5,0.928,168
ER,degree,0.05,75,1000,0.15,0.05,7,12.0,659,19194.5,0.942,172
ER,degree,0.05,76,1000,0.15,0.05,7,12.0,665,18476.5,0.933,151
ER,degree,0.05,77,1000,0.15,0.05,6,12.0,672,18322.5,0.937,137
ER,degree,0.05,78,1000,0.15,0.05,9,14.0,667,19359.5,0.933,172
ER,degree,0.05,79,1000,0.15,0.05,7,12.0,638,18517.5,0.933,137
ER,degree,0.05,80,1000,0.15,0.05,8,13.0,687,19230.5,0.942,138
ER,degree,0.05,81,1000,0.15,0.05,6,12.0,637,19150.5,0.931,141
ER,degree,0.05,82,1000,0.15,0.05,7,13.0,630,18603.5,0.935,147
ER,degree,0.05,83,1000,0.15,0.05,8,13.0,665,18880.5,0.939,145
ER,degree,0.05,84,1000,0.15,0.05,8,13.0,648,17577.5,0.932,153
ER,degree,0.05,85,1000,0.15,0.05,6,12.0,669,19073.5,0.935,144
ER,degree,0.05,86,1000,0.15,0.05,7,12.0,677,19708.5,0.935,163
ER,degree,0.05,87,1000,0.15,0.05,8,14.0,635,19666.5,0.939,137
ER,degree,0.05,88,1000,0.15,0.05,8,13.0,671,19289.5,0.932,193
ER,degree,0.05,89,1000,0.15,0.05,7,13.0,659,18957.5,0.929,136
ER,degree,0.05,90,1000,0.15,0.05,8,13.0,661,19284.5,0.932,162
ER,degree,0.05,91,1000,0.15,0.05,7,13.0,624,18012.5,0.926,185
ER,degree,0.05,92,1000,0.15,0.05,7,12.0,649,18362.5,0.938,141
ER,degree,0.05,93,1000,0.15,0.05,7,12.0,669,19362.5,0.939,159
ER,degree,0.05,94,1000,0.15,0.05,6,11.0,635,18523.5,0.931,150
ER,degree,0.05,95,1000,0.15,0.05,7,12.0,679,18855.5,0.934,120
ER,degree,0.05,96,1000,0.15,0.05,7,12.0,668,19237.5,0.934,141
ER,degree,0.05,97,1000,0.15,0.05,7,12.0,633,18875.5,0.938,142
ER,degree,0.05,98,1000,0.15,0.05,8,14.0,665,19548.5,0.934,151
ER,degree,0.05,99,1000,0.15,0.05,7,12.0,667,18589.5,0.941,141
ER,degree,0.1,0,1000,0.15,0.05,12,19.0,610,17047.5,0.879,150
ER,degree,0.1,1,1000,0.15,0.05,10,16.0,599,17941.5,0.868,182
ER,degree,0.1,2,1000,0.15,0.05,8,15.0,580,17784.5,0.869,145
ER,degree,0.1,3,1000,0.15,0.05,10,16.0,588,17343.5,0.878,172
ER,degree,0.1,4,1000,0.15,0.05,8,16.0,550,16491.5,0.865,150
ER,degree,0.1,5,1000,0.15,0.05,8,15.0,620,18447.5,0.888,208
ER,degree,0.1,6,1000,0.15,0.05,10,18.0,577,18378.5,0.876,171
ER,degree,0.1,7,1000,0.15,0.05,9,15.0,600,17521.5,0.88,148
ER,degree,0.1,8,1000,0.15,0.05,11,17.0,586,17368.5,0.875,194
ER,degree,0.1,9,1000,0.15,0.05,8,14.0,591,17783.5,0.876,154
ER,degree,0.1,10,1000,0.15,0.05,8,15.0,621,17196.5,0.885,135
ER,degree,0.1,11,1000,0.15,0.05,8,14.0,590,17894.5,0.871,166
ER,degree,0.1,12,1000,0.15,0.05,9,17.0,594,18228.5,0.873,152
ER,degree,0.1,13,1000,0.15,0.05,8,16.0,581,17014.5,0.883,183
ER,degree,0.1,14,1000,0.15,0.05,8,15.0,603,18616.5,0.887,143
ER,degree,0.1,15,1000,0.15,0.05,8,14.0,598,16962.5,0.872,150
ER,degree,0.1,16,1000,0.15,0.05,7,14.0,618,17410.5,0.883,135
ER,degree,0.1,17,1000,0.15,0.05,9,15.0,596,17164.5,0.875,153
ER,degree,0.1,18,1000,0.15,0.05,9,17.0,577,17392.5,0.878,130
ER,degree,0.1,19,1000,0.15,0.05,8,14.0,585,17152.5,0.873,128
ER,degree,0.1,20,1000,0.15,0.05,8,14.0,600,17321.5,0.882,134
ER,degree,0.1,21,1000,0.15,0.05,9,17.0,591,18238.5,0.87,165
ER,degree,0.1,22,1000,0.15,0.05,9,16.0,577,17532.5,0.881,134
ER,degree,0.1,23,1000,0.15,0.05,10,16.0,623,16956.5,0.879,128
ER,degree,0.1,24,1000,0.15,0.05,10,16.0,575,17553.5,0.87,208
ER,degree,0.1,25,1000,0.15,0.05,8,16.0,560,17840.5,0.876,152
ER,degree,0.1,26,1000,0.15,0.05,11,18.0,586,16618.5,0.876,167
ER,degree,0.1,27,1000,0.15,0.05,7,14.0,595,17865.5,0.877,174
ER,degree,0.1,28,1000,0.15,0.05,8,14.0,574,18426.5,0.88,219
ER,degree,0.1,29,1000,0.15,0.05,9,17.0,582,17581.5,0.871,144
ER,degree,0.1,30,1000,0.15,0.05,9,16.0,588,17691.5,0.885,156
ER,degree,0.1,31,1000,0.15,0.05,8,15.0,555,16818.5,0.885,140
ER,degree,0.1,32,1000,0.15,0.05,7,14.0,610,17499.5,0.879,169
ER,degree,0.1,33,1000,0.15,0.05,7,14.0,584,17428.5,0.878,196
ER,degree,0.1,34,1000,0.15,0.05,9,16.0,585,16869.5,0.875,146
ER,degree,0.1,35,1000,0.15,0.05,8,15.0,599,17539.5,0.882,144
ER,degree,0.1,36,1000,0.15,0.05,8,15.0,585,17052.5,0.877,185
ER,degree,0.1,37,1000,0.15,0.05,8,14.0,598,17295.5,0.88,127
ER,degree,0.1,38,1000,0.15,0.05,9,16.0,585,17793.5,0.879,137
ER,degree,0.1,39,1000,0.15,0.05,7,14.0,559,16564.5,0.869,148
ER,degree,0.1,40,1000,0.15,0.05,7,14.0,586,17809.5,0.881,147
ER,degree,0.1,41,1000,0.15,0.05,8,15.0,596,16964.5,0.873,125
ER,degree,0.1,42,1000,0.15,0.05,9,16.0,570,16738.5,0.872,138
ER,degree,0.1,43,1000,0.15,0.05,9,16.0,576,18452.5,0.882,141
ER,degree,0.1,44,1000,0.15,0.05,9,16.0,578,17504.5,0.879,153
ER,degree,0.1,45,1000,0.15,0.05,7,14.0,606,18105.5,0.885,136
ER,degree,0.1,46,1000,0.15,0.05,10,17.0,571,17273.5,0.871,157
ER,degree,0.1,47,1000,0.15,0.05,9,16.0,584,17590.5,0.876,187
ER,degree,0.1,48,1000,0.15,0.05,7,14.0,593,17692.5,0.875,124
ER,degree,0.1,49,1000,0.15,0.05,6,11.0,609,17324.5,0.876,153
ER,degree,0.1,50,1000,0.15,0.05,8,15.0,575,17319.5,0.879,154
ER,degree,0.1,51,1000,0.15,0.05,7,14.0,604,17649.5,0.874,166
ER,degree,0.1,52,1000,0.15,0.05,9,14.0,613,17161.5,0.88,158
ER,degree,0.1,53,1000,0.15,0.05,9,16.0,589,17055.5,0.874,140
ER,degree,0.1,54,1000,0.15,0.05,7,14.0,587,17626.5,0.882,152
ER,degree,0.1,55,1000,0.15,0.05,9,16.0,558,17481.5,0.873,147
ER,degree,0.1,56,1000,0.15,0.05,11,18.0,573,18026.5,0.879,165
ER,degree,0.1,57,1000,0.15,0.05,9,16.0,571,17738.5,0.885,151
ER,degree,0.1,58,1000,0.15,0.05,9,15.0,581,18373.5,0.874,129
ER,degree,0.1,59,1000,0.15,0.05,9,16.0,581,17626.5,0.875,149
ER,degree,0.1,60,1000,0.15,0.05,9,16.0,589,17713.5,0.871,161
ER,degree,0.1,61,1000,0.15,0.05,7,14.0,573,17813.5,0.877,158
ER,degree,0.1,62,1000,0.15,0.05,8,15.0,577,17760.5,0.88,223
ER,degree,0.1,63,1000,0.15,0.05,8,15.0,580,18117.5,0.881,132
ER,degree,0.1,64,1000,0.15,0.05,12,20.0,580,17067.5,0.877,146
ER,degree,0.1,65,1000,0.15,0.05,8,15.0,572,17312.5,0.874,140
ER,degree,0.1,66,1000,0.15,0.05,10,16.0,583,16913.5,0.873,129
